Champion;Ability;Type;Description;Range;Cooldown;Cost;Scalings
JHIN;DEADLY FLOURISH;W;Range: 3000 Cooldown: 12 Cost: 50/60/70/80/90 Jhin fires a long range shot that stops on the first champion hit, dealing 50/85/120/155/190 (+0.5 per attack damage) physical damage to it, and 75% of that damage to minions and monsters hit along the way. Enemy champions damaged by Jhin, his allies, or inside a blooming Lotus Trap are marked for 4 seconds. If Deadly Flourish strikes a marked champion, it roots them for 1/1.25/1.5/1.75/2 seconds and grants Jhin movement speed as though he had crit them.;3000;12;50/60/70/80/90;(+0.5 per attack damage)
JHIN;WHISPER;Passive;Jhin's hand cannon, Whisper, is a precise instrument designed to deal superior damage. It fires at a fixed rate and carries only four shots. Upon firing all four shots or not attacking for 10 seconds, Jhin has to reload for 2.5 seconds. Jhin imbues the final bullet with dark magics, guaranteeing it to critically strike and deal 15/20/25% of his target's missing Health as bonus physical damage. Against structures, the critical strike damage of this bullet is reduced by 44% and the bonus damage is not applied. Jhin's critical strikes deal 25% reduced damage, but grant 10% (+4% per 10% bonus attack speed) movement speed for 2 seconds. Additionally, Jhin's attack damage is increased by 4-44% (based on level) (+4% per 10% critical chance) (+2.5% per 10% bonus attack speed).;;;;(+4% per 10% bonus attack speed), (+4% per 10% critical chance), (+2.5% per 10% bonus attack speed)
JINX;FISHBONES, THE ROCKET LAUNCHER;Q;Cooldown: 1 Jinx gains 75/100/125/150/175 bonus attack range and deals bonus damage equal to 10% AD on her attacks, at the cost of mana per attack. Additionally, her attacks will splash to nearby enemies - dealing full damage to all enemies hit.;;1;;
JINX;FLAME CHOMPERS!;E;Range: 950 Cooldown: 24/20.5/17/13.5/10 Cost: 70 Jinx tosses out 3 chompers that, once armed, explode on contact with enemy champions dealing 70/120/170/220/270 (+100% of ability power) magic damage over 1.5 seconds to nearby enemies. The champion that sets off the chomper is also rooted the same duration as well as interrupting any in-progress movement abilities from the champion. Chompers explode automatically after 5 seconds. Enemies can only take damage from one Flame Chomper per cast.;950;24/20.5/17/13.5/10;70;(+100% of ability power)
JINX;GET EXCITED!;Passive;Whenever Jinx damages enemy champions, turrets, inhibitors, or Epic Monsters (that her team kills) within 3 seconds of their death, she gains 175% bonus movement speed which decays over 6 seconds. Additionally, she gains 15% attack speed and can exceed the attack speed cap for the same duration.;;;;
JINX;POW-POW, THE MINIGUN;Q;Cooldown: 1 Jinx's basic attacks grant bonus attack speed for 2.5 seconds, stacking up to 3 times to a maximum of 30/55/80/105/130%. The stacks decay one at a time when she stops attacking. If Jinx switches to her Rocket Launcher, she will lose all stacks after her first attack.;;1;;
JINX;SUPER MEGA DEATH ROCKET!;R;Cooldown: 90/75/60 Cost: 100 Jinx fires a rocket that gains damage over the first second it travels. It explodes on the first enemy champion hit, dealing a minumum of 25/35/45 (+0.15 per bonus attack damage) and a maximum of 300/400/500 (+1.5 per bonus attack damage) physical damage plus 25/30/35% of the target's missing health (max 300 damage to minions and monsters). Nearby enemies take 80% damage.;;90/75/60;100;(+0.15 per bonus attack damage), (+1.5 per bonus attack damage)
JINX;SWITCHEROO!;Q;Cooldown: 1 TOGGLE OFF—POW-POW, THE MINIGUN: Jinx's basic attacks grant bonus attack speed for 2.5 seconds, stacking up to 3 times to a maximum of 30/55/80/105/130%. The stacks decay one at a time when she stops attacking. If Jinx switches to her Rocket Launcher, she will lose all stacks after her first attack. TOGGLE ON—FISHBONES, THE ROCKET LAUNCHER: Jinx gains 75/100/125/150/175 bonus attack range and deals bonus damage equal to 10% AD on her attacks, at the cost of 20 mana per attack. Additionally, her attacks will splash to nearby enemies - dealing full damage to all enemies hit. Jinx loses 25% of her bonus attack speed while using Fishbones.;;1;;
JINX;ZAP!;W;Range: 1450 Cooldown: 8/7/6/5/4 Cost: 50/60/70/80/90 Jinx fires a shock blast that deals 10/60/110/160/210 (+ 160% AD) physical damage and slows the first enemy hit for 30/40/50/60/70%, also granting sight for 2 seconds.;1450;8/7/6/5/4;50/60/70/80/90;(+ 160% AD)
KAI'SA;ICATHIAN RAIN;Q;Range: 600 Cooldown: 8/7.5/7/6.5/6 Cost: 55 Kai'Sa releases a swarm of 6 missiles that evenly distributes among nearby enemies, each dealing 45/61.25/77.5/93.75/110 (+0.4 per bonus attack damage) (+25% of ability power) physical damage. Minions below 35% health take double damage. Non-minions take 25% damage from missiles beyond their first. Living Weapon: Requires 100-72 bonus attack damage to upgrade (depending on level) - Icathian Rain fires 12 missiles.;600;8/7.5/7/6.5/6;55;(+0.4 per bonus attack damage), (+25% of ability power)
KAI'SA;KILLER INSTINCT;R;Range: 1500/2250/3000 Cooldown: 110/90/70 Cost: 100 Kai'Sa dashes to a target location near an enemy champion with Plasma and shields herself for 75/100/125 (+1.0/1.5/2.0 per attack damage) (+75% of ability power) for 2 seconds.;1500/2250/3000;110/90/70;100;(+1.0/1.5/2.0 per attack damage), (+75% of ability power)
KAI'SA;SECOND SKIN;Passive;Kai'Sa's basic attacks deal 4-10 (at levels 1-16) (+ 1-5 (at levels 1-17) per Plasma stack) (+ 10/12.5/15/17.5/20% of ability power (based on Plasma stacks)) bonus magic damage. Caustic Wounds: Kai'Sa's basic attacks, Void Seeker and nearby allies' immobilizing effects mark enemies with Plasma for 4 seconds, stacking up to 4 times. At 4 Plasma, Kai'Sa's next attack ruptures the target, dealing 15% (+ 2.5% per 100 AP) of target's missing health as bonus magic damage, capped at 400 against monsters. Living Weapon: When reaching a certain amount of stat from items and base stats, Kai'Sa can evolve the related basic ability. This has a channel time of 2 seconds, and the upgrade is canceled if the said amount of stat isn't reached anymore.;;;;(+ 1-5 (at levels 1-17), (+ 10/12.5/15/17.5/20% of ability power (based on Plasma stacks), (+ 2.5% per 100 AP)
KAI'SA;SUPERCHARGE;E;Cooldown: 16/15/14/13/12 Cost: 30 Kai'Sa charges for 1.2-0.6 seconds (based on bonus attack speed), during which she gains 55/60/65/70/75% bonus movement speed, increased by 0-100% (based on bonus attack speed). After charging up, Kai'Sa gains 40/45/50/55/60% bonus attack speed for 4 seconds. Kai'Sa's basic attacks reduce Supercharger's cooldown by 0.5 seconds. Living Weapon: Requires 100% bonus attack speed to upgrade - Supercharger grants invisibility while charging.;;16/15/14/13/12;30;
KAI'SA;VOID SEEKER;W;Range: 3000 Cooldown: 22/20/18/16/14 Cost: 55/60/65/70/75 Kai'Sa fires a Void blast in the target direction, stopping at the first enemy hit, dealing 30/55/80/105/130 (+1.3 per attack damage) (+70% of ability power) magic damage, revealing for several seconds and applying 2 Plasma. Living Weapon: Requires 100 ability power to upgrade - Void Seeker applies 3 Plasma and refunds 70% of cooldown against enemy champions.;3000;22/20/18/16/14;55/60/65/70/75;(+1.3 per attack damage), (+70% of ability power)
KALISTA;FATE'S CALL;R;Range: 1200 Cooldown: 150/120/90 Cost: 100 Kalista draws her Oathsworn ally next to her, making them untargetable and disabling their spells for 4 seconds. Kalista's Oathsworn ally must be within 1100 range to cast Fate's Call. During Fate's Call, Kalista's Oathsworn can right-click a target location to dash there, stopping at the first enemy hit, knocking up all surrounding enemies and landing themselves at their maximum attack range from the target.;1200;150/120/90;100;
KALISTA;MARTIAL POISE;Passive;Kalista cannot cancel her basic attacks and they will miss if she loses sight of her target before they hit. If Kalista enters a movement command while winding her basic attack or Pierce, she will drive through that direction when she launches her attack, dashing a short distance. The distance traveled scales with bonus movement speed. Additionally, Kalista begins the game with a unique item, The Black Spear. The Black Spear - Active: Kalista offers a pact to an allied champion. Should they agree, the item is consumed and binds them together, turning the target into an Oathsworn ally for the remainder of the game. Kalista requires an Oathsworn ally to utilize Sentinel's Soul-Marked and Fate's Call.;;;;
KALISTA;PIERCE;Q;Range: 1450 Cooldown: 8 Cost: 50/55/60/65/70 Kalista hurls a fast and narrow spear, dealing 20/85/150/215/280 (+1.0 per attack damage) physical damage to the first enemy struck. If Pierce scores a kill, the spear will continue onward, passing all Rend stacks from the dead victim to the next enemy it hits.;1450;8;50/55/60/65/70;(+1.0 per attack damage)
KALISTA;REND;E;Cooldown: 14/12.5/11/9.5/8 Cost: 30 Passive: Kalista's basic attacks and Pierce leave a spear lodged in her target for 4 seconds. There is no cap on the number of spears Kalista can lodge in her target. Active: Kalista rips all spears from nearby enemies, dealing 20/30/40/50/60 (+0.6 per attack damage) physical damage and slowing them by 10/18/26/34/42% for 2 seconds. Rend's damage is increased by 5/9/14/20/27 (+20/23.75/27.5/31.25/35% attack damage) for every spear beyond the first that Kalista ripped from them. Rend deals 50% reduced damage to epic monsters. Killing an enemy with Rend restores 10/15/20/25/30 mana and refunds the cooldown.;;14/12.5/11/9.5/8;30;(+0.6 per attack damage), (+20/23.75/27.5/31.25/35% attack damage)
KALISTA;SENTINEL;W;Range: 5500 Cooldown: 30 Passive - Soul-Marked: If Kalista and her Oathsworn ally attack the same target within 4 seconds of each other, the target will take additional magic damage equal to 14/15/16/17/18% of their maximum Health. This effect cannot occur on the same target for 10 seconds. Damage is capped at 100/125/150/175/200 against minions and monsters. Active: Kalista commands a soul sentinel to the target location within range, gaining sight in a ~450-length cone in front of it. The sentinel's sight is obstructed by terrain and brush. Upon reaching the target location, it will return to a point within ~1400 units of cast location. The sentinel will perform a total of 3 laps, including the first two lengths. The sentinel is vulnerable from behind and will die if attacked twice by an enemy champion or once by a tower. If the sentinel spots an enemy champion it will scream and stalk them for the next 4 seconds, revealing them for the duration. Kalista stores a charge of Sentinel every 90/80/70/60/50 seconds, and can store up to 2 charges.;5500;30;;
KARMA;DEFIANCE;E;Range: 800 Cooldown: 10/9.5/9/8.5/8 Cost: 50/55/60/65/70 Inspire's shield overflows with energy, increasing the target's shield amount by 25/80/135/190 (+50% of ability power) and the movement speed duration to 2.5 seconds. Allied champions gain 30% of that amount as a shield, and are also hasted by 60%.;800;10/9.5/9/8.5/8;50/55/60/65/70;(+50% of ability power)
KARMA;FOCUSED RESOLVE;W;Range: 650 Cooldown: 12 Cost: 50/55/60/65/70 Karma forms a tether to target enemy champion, revealing and damaging the target for 40/65/90/115/140 (+45% of ability power) magic damage over 2 seconds which goes up to a total of 80/130/180/230/280 (+90% of ability power) magic damage in total (one tick at the start of the cast and one at the end). Gathering Fire is applied every time this ability damages. If the tether is not broken after the 2 seconds, the target is revealed and rooted for 1.4/1.55/1.7/1.85/2 seconds. Mantra Bonus - Renewal: Focused Resolve increases the duration of the reveal and root by 0.5/0.75/1/1.25 seconds and heals Karma for 20% (+1% per 100 ability power) of her missing health immediately plus another 20% (+1% per 100 ability power) of her missing health if the tether remains unbroken.;650;12;50/55/60/65/70;(+45% of ability power), (+90% of ability power), (+1% per 100 ability power), (+1% per 100 ability power)
KARMA;GATHERING FIRE;Passive;Damaging enemy champions with abilities refreshes 2/3/4 seconds of Mantra's cooldown, and half that amount on basic attacks against enemy champions. The amount increases every 6 levels.;;;;
KARMA;INNER FLAME;Q;Range: 950 Cooldown: 7/6.5/6/5.5/5 Cost: 50/55/60/65/70 Karma fires a blast of energy that explodes on enemy contact, dealing 90/135/180/225/270 (+40% of ability power) magic damage to enemies in the area and slowing them by 35% for 1.25 seconds. Mantra Bonus - Soulflare: Inner Flame deals 25/75/125/175 (+30% of ability power) extra magic damage and leaves a circle of flame at the impact area or upon reaching maximum range, slowing enemies for 50%. After 1.5 seconds, the circle erupts, dealing 50/150/250/350 (+60% of ability power) magic damage to enemies in the area.;950;7/6.5/6/5.5/5;50/55/60/65/70;(+40% of ability power), (+30% of ability power), (+60% of ability power)
KARMA;INSPIRE;E;Range: 800 Cooldown: 10/9.5/9/8.5/8 Cost: 50/55/60/65/70 Karma shields target ally, which absorbs 80/110/140/170/200 (+50% of ability power) damage for 2.5 seconds and grants the target 40/45/50/55/60% bonus movement speed for 1.5 seconds. Mantra Bonus - Defiance: Inspire's shield overflows with energy, increasing the target's shield amount by 25/80/135/190 (+50% of ability power). Allied champions gain 30% of that amount as a shield, and are also hasted by 40/45/50/55/60%.;800;10/9.5/9/8.5/8;50/55/60/65/70;(+50% of ability power), (+50% of ability power)
KARMA;MANTRA;R;Cooldown: 45/42/39/36 Karma empowers her next ability cast within the next 8 seconds, adding an additional effect. Empowered abilities share the same cooldown as their basic form. Karma begins with one rank in Mantra and can increase it at levels 6, 11, and 16. Ranks in Mantra improve the additional effects of empowered abilities.;;45/42/39/36;;
